Date,Average,Average_Predicted,Close,Close_Predicted,High,High_Predicted,Low,Low_Predicted,Open,Open_Predicted,PercentageDeviation
2008-12-16,0.0096471646024188,,0.009524227804844495,,0.010054814917452281,,0.009316518655096697,,0.009693097032281727,,
2008-12-17,0.009491467174721671,,0.009591775495819386,,0.00973632755450566,,0.00916690051958731,,0.009470865128974328,,
2008-12-18,0.00939141215746511,,0.009326313070288058,,0.009649528771602921,,0.00908989615187593,,0.009499910636093532,,
2008-12-19,0.009305795459154432,,0.009060850644756728,,0.009693097032281727,,0.008882524740583007,,0.009586709418996269,,
2008-12-22,0.009151448985276802,,0.009171966596410426,,0.009355358577407262,,0.00873763494344186,,0.009340835823847659,,
2008-12-23,0.00898376184243163,,0.008800454296048511,,0.009307061978360212,,0.008641041745347763,,0.009186489349970028,,
2008-12-24,0.008864286864019789,,0.008925755262806942,,0.009031805137637522,,0.00873290660507362,,0.008766680450561067,,
2008-12-26,0.009098255178634072,,0.009432362945118638,,0.009442157360309998,,0.008727840528250503,,0.008790659880857154,,
2008-12-29,0.009473398167385886,,0.009176694934778669,,0.010180115884210706,,0.008969323523485744,,0.009567458327068425,,
2008-12-30,0.009401037703429031,,0.009528956143212735,,0.009567458327068425,,0.00916690051958731,,0.009340835823847659,,
2008-12-31,0.009881132917033086,,0.010122362608427173,,0.010348985111647942,,0.009475931205797445,,0.009577252742259786,,
2009-01-02,0.010089686412918072,,0.010112568193235815,,0.010416532802622834,,0.009885945690015049,,0.009943698965798583,,
2009-01-05,0.010692971727937584,,0.011111598542754484,,0.011111598542754484,,0.010233478560080873,,0.010315211266160492,,
2009-01-06,0.011437093978639751,,0.011593889056315223,,0.01174350719182461,,0.011203125664025464,,0.011207854002393708,,
2009-01-07,0.0114853905776868,,0.011483110843116399,,0.01169048225440932,,0.011140306311418813,,0.01162766290180267,,
2009-01-08,0.011437093978639751,,0.01169521059277756,,0.011902582004070485,,0.010850864455591396,,0.011299718862119562,,
2009-01-09,0.011526425799954047,,0.011265945016632115,,0.011811054882799503,,0.011217648417585066,,0.011811054882799503,,
2009-01-12,0.011012556740862548,,0.010759337334320416,,0.011391245983390542,,0.010658015797858078,,0.011241627847881155,,
2009-01-13,0.010649487901872496,,0.010628970290738872,,0.011000482591100787,,0.010295960174232649,,0.01067253855141768,,
2009-01-14,0.010150141596340598,,0.00995349338098994,,0.01062424195237063,,0.009586709418996269,,0.010436121633005552,,
2009-01-15,0.010428775821612033,,0.01095691433042198,,0.011299718862119562,,0.009630277679675076,,0.009828192414231513,,
2009-01-16,0.01082308546767797,,0.010783316764616503,,0.011106532465931367,,0.010295960174232649,,0.011106532465931367,,
2009-01-20,0.01040454308747479,,0.01009331710130797,,0.01085559279395964,,0.010011246656773474,,0.010658015797858078,,
2009-01-21,0.010317828739185773,,0.010508397662348687,,0.010604990860442785,,0.009847443506159358,,0.010310482927792252,,
2009-01-22,0.010350336065467439,,0.010580673691691826,,0.010802567856544348,,0.00991499119713425,,0.01010311151649933,,
2009-01-23,0.010393735456918808,,0.010387825033958504,,0.010648221382666717,,0.010209161391329913,,0.010329734019720097,,
2009-01-26,0.010279157686102646,,0.010247663575185601,,0.010754271257497299,,0.009746121969697019,,0.01036857394203066,,
2009-01-27,0.012121098784374264,,0.01250105454610804,,0.012756722556448009,,0.011584432379578737,,0.01164218565536227,,
2009-01-28,0.01286285686589231,,0.013147485948737768,,0.01317653145585697,,0.012544285068331969,,0.012583124990642533,,
2009-01-29,0.013243994712218144,,0.013495018818803594,,0.01398710374755569,,0.012713154295769202,,0.012780701986744096,,
2009-01-30,0.013092096842138353,,0.01313802927200128,,0.013441993881388302,,0.012742199802888408,,0.013046164412275426,,
2009-02-02,0.013271773700131571,,0.013528792664291038,,0.013842213950414545,,0.01285804409291035,,0.01285804409291035,,
2009-02-03,0.013415396978066936,,0.013427471127828699,,0.013663888046240826,,0.013070481581026389,,0.013499747157171834,,
2009-02-04,0.013554038613792906,,0.013480496065243992,,0.014011083177851777,,0.01317180311748873,,0.013552772094587127,,
2009-02-05,0.013333326533532443,,0.013779732336262767,,0.013798983428190612,,0.012877295184838194,,0.012877295184838194,,
2009-02-06,0.013389982159337633,,0.013552772094587127,,0.013605797032002417,,0.012935386199076603,,0.013465973311684388,,
2009-02-09,0.013395977016911656,,0.013523726587467921,,0.013552772094587127,,0.013031641658715825,,0.013475767726875748,,
2009-02-10,0.013351311106254508,,0.013152214287106008,,0.013793917351367495,,0.013094461011322478,,0.01336465177522205,,
2009-02-11,0.013006395709213959,,0.013152214287106008,,0.013301832422615399,,0.012496326207739796,,0.013075209919394632,,
2009-02-12,0.013700026060912392,,0.01400162650111529,,0.01403540034660274,,0.013354857360030689,,0.013408220035900854,,
2009-02-13,0.014158337144177044,,0.014295796695310952,,0.014435620415628982,,0.013866531119165504,,0.01403540034660274,,
2009-02-17,0.013871175022920028,,0.013658821969417709,,0.014247500096263901,,0.013538249341027523,,0.01404012868497098,,
2009-02-18,0.013591358713056534,,0.013552772094587127,,0.013856736703974146,,0.013215033639712659,,0.013740892413952203,,
2009-02-19,0.013645650169677606,,0.013596340355265933,,0.014208997912408216,,0.013388631205518135,,0.013388631205518135,,
2009-02-20,0.01352389545669536,,0.01345617889649303,,0.013924284394949037,,0.013340672344925962,,0.013374446190413407,,
2009-02-23,0.013159644533113248,,0.01286783850810171,,0.013514269910731437,,0.01277124531000761,,0.013485224403612233,,
2009-02-24,0.012999134332434157,,0.013099189349690718,,0.013229556393272264,,0.012780701986744096,,0.012887089600029551,,
2009-02-25,0.013180077709633153,,0.012969160044564047,,0.013625048123930263,,0.01277124531000761,,0.013354857360030689,,
2009-02-26,0.012942478706628966,,0.01296409396774093,,0.013432199466196941,,0.012539556729963727,,0.012834064662614261,,
2009-02-27,0.013078671738557094,,0.013185988132593456,,0.01345617889649303,,0.012708425957400961,,0.01296409396774093,,
2009-03-02,0.01255762573729951,,0.012274094304432397,,0.013065415504203272,,0.012110291153818281,,0.012780701986744096,,
2009-03-03,0.013055958827466786,,0.013244079146831865,,0.014575781874401882,,0.01215858775286533,,0.012245386535768068,,
2009-03-04,0.013684236788147012,,0.013895238887829835,,0.014136721883065077,,0.013113712103250321,,0.013591274278442816,,
2009-03-05,0.013786824843815132,,0.01398710374755569,,0.014344093294357999,,0.013398425620709496,,0.013417676712637341,,
2009-03-06,0.014079981822646168,,0.014122199129505476,,0.014421435400524254,,0.013509541572363195,,0.014266751188191746,,
2009-03-09,0.014351354671137802,,0.014276545603383107,,0.014937499759572438,,0.014054651438530585,,0.014136721883065077,,
2009-03-10,0.014481552845491909,,0.014276545603383107,,0.01489899757571675,,0.01413165580624196,,0.014619012396625816,,
2009-03-11,0.014026872450617157,,0.013789189012999251,,0.01444541483082034,,0.013552772094587127,,0.014320113864061913,,
2009-03-12,0.014188564735888308,,0.014981068020251242,,0.015000319112179087,,0.013311626837806756,,0.013461244973316147,,
2009-03-13,0.014768714966748923,,0.014696354502792068,,0.015000319112179087,,0.014411640985332893,,0.01496654526669164,,
