Date,Average,Average_Predicted,Close,High,Low,Open,PastSlope,PercentageDeviation
2005-02-25,0.000937058720433755,,0.0010034243268165878,0.0010469925874953935,0.0008392834377475973,0.0008585345296754413,,
2005-02-28,0.0009335124666575731,,0.0008636006064985585,0.001056449264231879,0.0007670074084044613,0.0010469925874953935,,
2005-03-01,0.0008936593289823862,,0.0009068311287224907,0.000984173234888743,0.0008200323458197527,0.0008636006064985585,,
2005-03-02,0.000903369309560027,,0.0008538061913071993,0.0010324698339357918,0.0008153040074515099,0.0009118972055456071,,
2005-03-03,0.0008441806453432768,,0.0007960529155236652,0.0009551277277695392,0.0007670074084044613,0.0008585345296754413,,
2005-03-04,0.0008406343915670949,,0.0008636006064985585,0.0009166255439138498,0.0007670074084044613,0.0008153040074515099,,
2005-03-07,0.0008393678723613156,,0.0008105756690832671,0.0009213538822820926,0.0007670074084044613,0.0008585345296754413,,
2005-03-08,0.0006921139060360484,,0.0005836154274076261,0.0008247606841879947,0.0005545699202884223,0.0008055095922601507,,
2005-03-09,0.0005343056129959543,0.0007605083293417481,0.0005305904899923348,0.0006417064416460347,0.00039076676967430624,0.0005741587506711414,0.9008833992308551,0.42335830065013097
2005-03-10,0.0005041624558984082,0.0007569970466656831,0.00047283721420880145,0.0005741587506711414,0.00045831446064919953,0.0005113393980644901,0.9005068722616777,0.5014942858383382
2005-03-11,0.000379790269890886,0.0007883747221154427,0.0002506053109014025,0.0005258621516240928,0.000221897542237073,0.0005207960748009757,0.939248150989603,1.0758160085089683
2005-03-14,0.000292991486988148,0.0005302611610325534,0.0002843791563888491,0.00040528952323390816,0.00023642029579667496,0.0002458769725331597,0.7661472431171394,0.8098176383329642
2005-03-15,0.00021345408086521138,0.00033817701182060883,0.0001398270977025778,0.00034247017062725765,0.00010132491384688839,0.00027019414128412163,0.6329280538985643,0.5843080181453899
2005-03-16,0.00012766851332709686,0.00030236662274032967,0.00012530434414297585,0.00019758037348611114,9.153049865552921e-05,9.625883702377122e-05,0.5997404590580192,1.3683727088263524
2005-03-17,0.00014092474768091968,0.00017184437700482055,0.0001398270977025778,0.0001590781896304225,0.00011550992895161592,0.00014928377443906255,0.4524717735770102,0.2194052487779419
2005-03-18,0.00014573752066288068,0.00012403162355049537,0.0001398270977025778,0.0001638065279986645,0.00011550992895161592,0.0001638065279986645,0.4233284209909917,0.14893828997266453
2005-03-21,0.00019040343132002897,8.527450120266132e-05,0.00019285203511786915,0.0002843791563888491,0.00012057600577473309,0.0001638065279986645,0.39949810683876835,0.5521377917852098
2005-03-22,0.00016861930098062585,3.232935952381886e-05,0.00011550992895161592,0.00023135421897355779,0.00011550992895161592,0.00021210312704571382,0.25322891824539756,0.8082701129953477
2005-03-23,0.00011449671358699263,5.229145158099129e-05,0.00013509875933433505,0.0001638065279986645,6.755106835944176e-05,9.153049865552921e-05,0.3710593947586058,0.5432929911891214
2005-03-24,7.58256605038662e-05,7.249161109524915e-05,5.775665316808256e-05,0.00014928377443906255,3.3773845484668153e-09,9.625883702377122e-05,0.49741213357771047,0.043969935592543356
2005-03-28,0.0003882337312627476,0.00016984199370418106,0.0004194745383386357,0.0004920883061366462,0.0002843791563888491,0.00035699292418685957,0.8920112023543927,0.5625264369693938
2005-03-29,0.0005318570091981144,0.00022270541045894883,0.0005741587506711414,0.0007041880557978107,0.00040528952323390816,0.00044379170708959756,1.3207587100870346,0.5812682608155831
2005-03-30,0.0005969560963751677,9.30248067706618e-05,0.0006464347800142767,0.0006754802871334813,0.0004775655525770435,0.0005883437657758689,0.8124670469251779,0.8441680932056371
2005-03-31,0.0007923377925200463,3.94512735272021e-05,0.0009358766358416945,0.0009358766358416945,0.0006464347800142767,0.0006511631183825195,0.5202892169358757,0.950209022086746
2005-04-01,0.000945417747191898,0.0007916108919111699,0.0009260822206503345,0.0010081526651848298,0.0008875800367946459,0.0009598560661377813,2.039005959982972,0.16268665966718823
2005-04-04,0.0009514970393796386,0.0016775771017201928,0.0009889015732569859,0.0010081526651848298,0.0008200323458197527,0.0009889015732569859,3.154188198533833,0.7630922980211764
2005-04-05,0.0008598854834949395,0.0031123738824933595,0.0009213538822820926,0.0009696504813291411,0.0007717357467727041,0.0007768018235958205,5.213740007669396,2.6195213691052803
2005-04-06,0.0010118677881884492,0.008279508193977811,0.001056449264231879,0.0011047458632789278,0.0009118972055456071,0.0009743788196973831,10.449467729722533,7.1824011897845335
2005-04-07,0.0010781489599575632,0.0023022592957037276,0.0011239969552067717,0.001186816307813423,0.0009743788196973831,0.0010274037571126745,2.4351767274751848,1.1353814558188196
2005-04-08,0.001362862477416738,0.0017022368800088143,0.0014955092555686848,0.0015728513617349373,0.001191544646181665,0.001191544646181665,1.7890091188498563,0.2490158825381631
